sample_index,gps_time,time_since_start_s,time_centered_s,strain_h1,strain_l1,strain_v1,strain_mean_h1_l1,strain_mean_h1_l1_v1,strain_abs_mean_h1_l1,strain_abs_mean_h1_l1_v1,strain_abs_diff_h1_l1,strain_abs_diff_h1_v1,strain_abs_diff_l1_v1,time_from_peak_s
916,1187006834.2236328,0.2236328125,-2047.7763671875,-3.0822113816058866e-18,-1.7411718611838555e-18,-1.227437404146818e-18,-2.411691621394871e-18,-2.0169402156455198e-18,2.411691621394871e-18,2.0169402156455198e-18,1.3410395204220313e-18,1.8547739774590684e-18,5.137344570370376e-19,-296.7998046875
917,1187006834.223877,0.223876953125,-2047.776123046875,-3.0882018976576417e-18,-1.7320099795062009e-18,-1.190994200881599e-18,-2.4101059385819213e-18,-2.003735359348481e-18,2.4101059385819213e-18,2.003735359348481e-18,1.356191918151441e-18,1.8972076967760426e-18,5.41015778624602e-19,-296.799560546875
918,1187006834.224121,0.22412109375,-2047.77587890625,-3.1220849206077386e-18,-1.731250340760681e-18,-1.1939894411943791e-18,-2.42666763068421e-18,-2.0157749008542666e-18,2.42666763068421e-18,2.0157749008542666e-18,1.3908345798470576e-18,1.92809547941336e-18,5.372608995663021e-19,-296.79931640625
919,1187006834.2243652,0.224365234375,-2047.775634765625,-3.132087008505352e-18,-1.7323290134480365e-18,-1.1863788952973913e-18,-2.432208010976694e-18,-2.0169316390835933e-18,2.432208010976694e-18,2.0169316390835933e-18,1.3997579950573153e-18,1.9457081132079605e-18,5.459501181506452e-19,-296.799072265625
920,1187006834.2246094,0.224609375,-2047.775390625,-3.11122185881148e-18,-1.7230052642636193e-18,-1.1594847436086996e-18,-2.4171135615375497e-18,-1.9979039555612665e-18,2.4171135615375497e-18,1.9979039555612665e-18,1.388216594547861e-18,1.9517371152027805e-18,5.635205206549195e-19,-296.798828125
921,1187006834.2248535,0.224853515625,-2047.775146484375,-3.112846941395817e-18,-1.728757635919395e-18,-1.1711773504277865e-18,-2.4208022886576063e-18,-2.0042606425809998e-18,2.4208022886576063e-18,2.0042606425809998e-18,1.3840893054764217e-18,1.9416695909680304e-18,5.575802854916088e-19,-296.798583984375
922,1187006834.2250977,0.22509765625,-2047.77490234375,-3.1479352877920778e-18,-1.7301519177445713e-18,-1.1399592172401348e-18,-2.439043602768325e-18,-2.006015474258928e-18,2.439043602768325e-18,2.006015474258928e-18,1.4177833700475065e-18,2.0079760705519428e-18,5.901927005044365e-19,-296.79833984375
923,1187006834.2253418,0.225341796875,-2047.774658203125,-3.1611607100100427e-18,-1.7265869495026273e-18,-1.1484384548291278e-18,-2.4438738297563353e-18,-2.0120620381139324e-18,2.4438738297563353e-18,2.0120620381139324e-18,1.434573760507415e-18,2.0127222551809145e-18,5.781484946734995e-19,-296.798095703125
924,1187006834.225586,0.2255859375,-2047.7744140625,-3.1423923476936352e-18,-1.736814698622666e-18,-1.0912844074717513e-18,-2.4396035231581508e-18,-1.990163817929351e-18,2.4396035231581508e-18,1.990163817929351e-18,1.4055776490709692e-18,2.051107940221884e-18,6.455302911509147e-19,-296.7978515625
925,1187006834.22583,0.225830078125,-2047.774169921875,-3.140785122416828e-18,-1.7316994114810106e-18,-1.111340110710507e-18,-2.436242266948919e-18,-1.9946082148694485e-18,2.436242266948919e-18,1.9946082148694485e-18,1.4090857109358176e-18,2.029445011706321e-18,6.203593007705035e-19,-296.797607421875
926,1187006834.2260742,0.22607421875,-2047.77392578125,-3.1748900732461335e-18,-1.7244241632651092e-18,-1.0613447379238698e-18,-2.449657118255621e-18,-1.986886324811704e-18,2.449657118255621e-18,1.986886324811704e-18,1.4504659099810248e-18,2.113545335322264e-18,6.630794253412393e-19,-296.79736328125
927,1187006834.2263184,0.226318359375,-2047.773681640625,-3.1948392052872605e-18,-1.7282466574037944e-18,-1.0616503556274696e-18,-2.4615429313455272e-18,-1.9949120727728414e-18,2.4615429313455272e-18,1.9949120727728414e-18,1.4665925478834665e-18,2.133188849659791e-18,6.665963017763247e-19,-296.797119140625
928,1187006834.2265625,0.2265625,-2047.7734375,-3.1795695984844198e-18,-1.7179600044742851e-18,-1.0130949863208445e-18,-2.448764801479353e-18,-1.9702081964265165e-18,2.448764801479353e-18,1.9702081964265165e-18,1.4616095940101352e-18,2.166474612163576e-18,7.048650181534404e-19,-296.796875
929,1187006834.2268066,0.226806640625,-2047.773193359375,-3.1721380932130585e-18,-1.7200249281583066e-18,-1.0112676833164424e-18,-2.4460815106856828e-18,-1.967810234895936e-18,2.4460815106856828e-18,1.967810234895936e-18,1.4521131650547521e-18,2.1608704098966163e-18,7.087572448418643e-19,-296.796630859375
930,1187006834.2270508,0.22705078125,-2047.77294921875,-3.2021777435434865e-18,-1.7243521601437298e-18,-9.868874464971726e-19,-2.463264951843608e-18,-1.9711391167281296e-18,2.463264951843608e-18,1.9711391167281296e-18,1.4778255833997572e-18,2.2152902970463137e-18,7.374647136465571e-19,-296.79638671875
931,1187006834.227295,0.227294921875,-2047.772705078125,-3.2300743893678613e-18,-1.718267434104247e-18,-9.623902975159326e-19,-2.474170911736054e-18,-1.9702440403293473e-18,2.474170911736054e-18,1.9702440403293473e-18,1.5118069552636145e-18,2.2676840918519285e-18,7.558771365883146e-19,-296.796142578125
932,1187006834.227539,0.2275390625,-2047.7724609375,-3.2136539706304e-18,-1.7297688741477489e-18,-9.50453526961513e-19,-2.4717114223890745e-18,-1.964625457246554e-18,2.4717114223890745e-18,1.964625457246554e-18,1.4838850964826513e-18,2.2632004436688878e-18,7.79315347186236e-19,-296.7958984375
933,1187006834.2277832,0.227783203125,-2047.772216796875,-3.202566597878416e-18,-1.7268484545857976e-18,-9.272340758342164e-19,-2.464707526232107e-18,-1.952216376099477e-18,2.464707526232107e-18,1.952216376099477e-18,1.4757181432926186e-18,2.2753325220442e-18,7.996143787515812e-19,-296.795654296875
934,1187006834.228027,0.22802734375,-2047.77197265625,-3.2334865512410084e-18,-1.7188789428607953e-18,-9.49763489380869e-19,-2.4761827470509016e-18,-1.967376327827557e-18,2.4761827470509016e-18,1.967376327827557e-18,1.5146076083802133e-18,2.28372306186014e-18,7.691154534799263e-19,-296.79541015625
935,1187006834.2282715,0.228271484375,-2047.771728515625,-3.262332234548069e-18,-1.7236731868588244e-18,-8.818789578017792e-19,-2.493002710703447e-18,-1.955961459736224e-18,2.493002710703447e-18,1.955961459736224e-18,1.538659047689245e-18,2.38045327674629e-18,8.417942290570452e-19,-296.795166015625
936,1187006834.2285156,0.228515625,-2047.771484375,-3.2536681987523226e-18,-1.714557711078251e-18,-8.976806368375368e-19,-2.4841129549152873e-18,-1.955302182222704e-18,2.4841129549152873e-18,1.955302182222704e-18,1.539110487674072e-18,2.3559875619147858e-18,8.168770742407139e-19,-296.794921875
937,1187006834.2287598,0.228759765625,-2047.771240234375,-3.241079746690973e-18,-1.7121647904549193e-18,-8.598320836518792e-19,-2.476622268572946e-18,-1.9376922069325903e-18,2.476622268572946e-18,1.9376922069325903e-18,1.5289149562360537e-18,2.3812476630390937e-18,8.523327068030401e-19,-296.794677734375
938,1187006834.229004,0.22900390625,-2047.77099609375,-3.267239327988689e-18,-1.716655025387811e-18,-8.571986114287029e-19,-2.4919471766882497e-18,-1.947030988268401e-18,2.4919471766882497e-18,1.947030988268401e-18,1.5505843026008781e-18,2.4100407165599863e-18,8.594564139591081e-19,-296.79443359375
939,1187006834.229248,0.229248046875,-2047.770751953125,-3.299735083937353e-18,-1.7130575487793457e-18,-7.987631563428784e-19,-2.506396316358349e-18,-1.937185263019859e-18,2.506396316358349e-18,1.937185263019859e-18,1.5866775351580071e-18,2.500971927594474e-18,9.142943924364673e-19,-296.794189453125
940,1187006834.2294922,0.2294921875,-2047.7705078125,-3.2960943771148533e-18,-1.7171324355791337e-18,-8.109380126828412e-19,-2.5066134063469936e-18,-1.941388275125609e-18,2.5066134063469936e-18,1.941388275125609e-18,1.5789619415357196e-18,2.485156364432012e-18,9.061944228962926e-19,-296.7939453125
941,1187006834.2297363,0.229736328125,-2047.770263671875,-3.280645639293613e-18,-1.7198132129155953e-18,-7.724115040553678e-19,-2.5002294261046047e-18,-1.9242901187548592e-18,2.5002294261046047e-18,1.9242901187548592e-18,1.5608324263780177e-18,2.508234135238245e-18,9.474017088602274e-19,-296.793701171875
942,1187006834.2299805,0.22998046875,-2047.77001953125,-3.2998094823857505e-18,-1.711813626239525e-18,-7.353651043113467e-19,-2.5058115543126376e-18,-1.915662737645541e-18,2.5058115543126376e-18,1.915662737645541e-18,1.5879958561462257e-18,2.564444378074404e-18,9.764485219281781e-19,-296.79345703125
943,1187006834.2302246,0.230224609375,-2047.769775390625,-3.337970313712804e-18,-1.7122558145560393e-18,-7.129366744523175e-19,-2.5251130641344216e-18,-1.9210542675737207e-18,2.5251130641344216e-18,1.9210542675737207e-18,1.6257144991567649e-18,2.6250336392604865e-18,9.993191401037218e-19,-296.793212890625
944,1187006834.2304688,0.23046875,-2047.76953125,-3.3371589749150562e-18,-1.7099387090337196e-18,-6.961351294002871e-19,-2.5235488419743882e-18,-1.914410937783021e-18,2.5235488419743882e-18,1.914410937783021e-18,1.6272202658813362e-18,2.6410238455147692e-18,1.0138035796334324e-18,-296.79296875
945,1187006834.230713,0.230712890625,-2047.769287109375,-3.3185909962953096e-18,-1.7030508929615904e-18,-6.98533043738136e-19,-2.5108209446284497e-18,-1.906724977665012e-18,2.5108209446284497e-18,1.906724977665012e-18,1.6155401033337192e-18,2.6200579525571734e-18,1.0045178492234544e-18,-296.792724609375
946,1187006834.230957,0.23095703125,-2047.76904296875,-3.338626350400289e-18,-1.7083045391646562e-18,-6.387166144166873e-19,-2.523465444782473e-18,-1.8952158346605444e-18,2.523465444782473e-18,1.8952158346605444e-18,1.6303218112356331e-18,2.6999097359836023e-18,1.0695879247479688e-18,-296.79248046875
947,1187006834.2312012,0.231201171875,-2047.768798828125,-3.373068249164049e-18,-1.7058644670699245e-18,-6.595650776477361e-19,-2.5394663581169868e-18,-1.91283259796057e-18,2.5394663581169868e-18,1.91283259796057e-18,1.6672037820941249e-18,2.713503171516313e-18,1.0462993894221884e-18,-296.792236328125
948,1187006834.2314453,0.2314453125,-2047.7685546875,-3.379044289039312e-18,-1.708668106396371e-18,-6.247295352519652e-19,-2.543856197717841e-18,-1.9041473102292164e-18,2.543856197717841e-18,1.9041473102292164e-18,1.6703761826429406e-18,2.7543147537873464e-18,1.0839385711444058e-18,-296.7919921875
949,1187006834.2316897,0.231689453125,-2047.768310546875,-3.3652498004088177e-18,-1.714765456859371e-18,-6.305350242178356e-19,-2.5400076286340945e-18,-1.9035167604953416e-18,2.5400076286340945e-18,1.9035167604953416e-18,1.6504843435494466e-18,2.7347147761909824e-18,1.0842304326415357e-18,-296.791748046875
950,1187006834.2319336,0.23193359375,-2047.76806640625,-3.3745271960090387e-18,-1.7051110531933054e-18,-5.642168540681601e-19,-2.539819124601172e-18,-1.881285034423501e-18,2.539819124601172e-18,1.881285034423501e-18,1.6694161428157329e-18,2.8103103419408784e-18,1.1408941991251453e-18,-296.79150390625
951,1187006834.2321775,0.232177734375,-2047.767822265625,-3.4134252488426373e-18,-1.7050647968429632e-18,-5.852336169670339e-19,-2.5592450228428e-18,-1.901241220884211e-18,2.5592450228428e-18,1.901241220884211e-18,1.7083604519996741e-18,2.8281916318756043e-18,1.1198311798759296e-18,-296.791259765625
952,1187006834.232422,0.232421875,-2047.767578125,-3.425939564207954e-18,-1.7019255389953513e-18,-5.414675968900125e-19,-2.563932551601653e-18,-1.8897775666977727e-18,2.563932551601653e-18,1.8897775666977727e-18,1.7240140252126029e-18,2.8844719673179416e-18,1.1604579421053385e-18,-296.791015625
953,1187006834.232666,0.232666015625,-2047.767333984375,-3.405930154245511e-18,-1.6936353747570717e-18,-5.200811485678971e-19,-2.549782764501292e-18,-1.87321555919016e-18,2.549782764501292e-18,1.87321555919016e-18,1.7122947794884393e-18,2.885849005677614e-18,1.1735542261891746e-18,-296.790771484375
954,1187006834.2329102,0.23291015625,-2047.76708984375,-3.4161790819734986e-18,-1.6981293397944252e-18,-5.020906244732986e-19,-2.557154210883962e-18,-1.8721330154137407e-18,2.557154210883962e-18,1.8721330154137407e-18,1.7180497421790733e-18,2.9140884575002e-18,1.1960387153211269e-18,-296.79052734375
955,1187006834.2331543,0.233154296875,-2047.766845703125,-3.45618914635154e-18,-1.69833642122397e-18,-4.757903744156326e-19,-2.5772627837877552e-18,-1.8767719806637147e-18,2.5772627837877552e-18,1.8767719806637147e-18,1.75785272512757e-18,2.9803987719359078e-18,1.2225460468083373e-18,-296.790283203125
956,1187006834.2333984,0.2333984375,-2047.7666015625,-3.469822505656293e-18,-1.7009688178781853e-18,-4.608194229855532e-19,-2.5853956617672392e-18,-1.877203582173344e-18,2.5853956617672392e-18,1.877203582173344e-18,1.7688536877781082e-18,3.0090030826707397e-18,1.240149394892632e-18,-296.7900390625
957,1187006834.2336426,0.233642578125,-2047.766357421875,-3.4528196229737727e-18,-1.706386454123489e-18,-4.1359424729297447e-19,-2.5796030385486313e-18,-1.8576001081300787e-18,2.5796030385486313e-18,1.8576001081300787e-18,1.7464331688502833e-18,3.0392253756807982e-18,1.2927922068305146e-18,-296.789794921875
958,1187006834.2338867,0.23388671875,-2047.76611328125,-3.454139258362042e-18,-1.6999497611331156e-18,-4.268734163451792e-19,-2.577044509747579e-18,-1.860320811946779e-18,2.577044509747579e-18,1.860320811946779e-18,1.7541894972289265e-18,3.027265842016863e-18,1.2730763447879365e-18,-296.78955078125
959,1187006834.2341309,0.234130859375,-2047.765869140625,-3.491638735805894e-18,-1.6984470720270718e-18,-3.8502360135007293e-19,-2.5950429039164828e-18,-1.858369803061013e-18,2.5950429039164828e-18,1.858369803061013e-18,1.7931916637788223e-18,3.1066151344558213e-18,1.3134234706769992e-18,-296.789306640625
960,1187006834.234375,0.234375,-2047.765625,-3.5154475516884635e-18,-1.6980508654082733e-18,-4.0646270719528885e-19,-2.6067492085483685e-18,-1.873320374764009e-18,2.6067492085483685e-18,1.873320374764009e-18,1.81739668628019e-18,3.1089848444931746e-18,1.2915881582129846e-18,-296.7890625
961,1187006834.2346191,0.234619140625,-2047.765380859375,-3.498750040342355e-18,-1.6885947068842214e-18,-3.5189614675331574e-19,-2.593672373613288e-18,-1.846413631326631e-18,2.593672373613288e-18,1.846413631326631e-18,1.8101553334581343e-18,3.1468538935890398e-18,1.3366985601309057e-18,-296.788818359375
962,1187006834.2348633,0.23486328125,-2047.76513671875,-3.497532225060588e-18,-1.691128122964386e-18,-3.697938107456221e-19,-2.5943301740124872e-18,-1.852818052923532e-18,2.5943301740124872e-18,1.852818052923532e-18,1.806404102096202e-18,3.1277384143149658e-18,1.3213343122187637e-18,-296.78857421875
963,1187006834.2351074,0.235107421875,-2047.764892578125,-3.53794359184528e-18,-1.6936325631299073e-18,-3.3731803081206403e-19,-2.6157880774875935e-18,-1.856298061929084e-18,2.6157880774875935e-18,1.856298061929084e-18,1.8443110287153727e-18,3.200625561033216e-18,1.3563145323178435e-18,-296.788330078125
964,1187006834.2353516,0.2353515625,-2047.7646484375,-3.560836899872168e-18,-1.69163479642928e-18,-3.27307175621905e-19,-2.6262358481507242e-18,-1.8599262906411177e-18,2.6262358481507242e-18,1.8599262906411177e-18,1.869202103442888e-18,3.233529724250263e-18,1.3643276208073749e-18,-296.7880859375
965,1187006834.2355957,0.235595703125,-2047.764404296875,-3.5473570049994594e-18,-1.698247866182373e-18,-2.866600883622303e-19,-2.622802435590916e-18,-1.844088319848021e-18,2.622802435590916e-18,1.844088319848021e-18,1.8491091388170864e-18,3.260696916637229e-18,1.4115877778201429e-18,-296.787841796875
966,1187006834.2358398,0.23583984375,-2047.76416015625,-3.5448966912957894e-18,-1.6941704319262489e-18,-2.8100303228729215e-19,-2.6195335616110197e-18,-1.840023385169777e-18,2.6195335616110197e-18,1.840023385169777e-18,1.850726259369541e-18,3.263893659008497e-18,1.4131673996389569e-18,-296.78759765625
967,1187006834.236084,0.236083984375,-2047.763916015625,-3.5744178883139294e-18,-1.69192226438141e-18,-2.588302597517917e-19,-2.6331700763476698e-18,-1.8417234708157103e-18,2.6331700763476698e-18,1.8417234708157103e-18,1.8824956239325196e-18,3.3155876285621376e-18,1.4330920046296185e-18,-296.787353515625
968,1187006834.236328,0.236328125,-2047.763671875,-3.6063041363725134e-18,-1.6921278030056844e-18,-2.0818260443640265e-19,-2.649215969689099e-18,-1.8355381812715334e-18,2.649215969689099e-18,1.8355381812715334e-18,1.9141763333668288e-18,3.398121531936111e-18,1.4839451985692818e-18,-296.787109375
969,1187006834.2365725,0.236572265625,-2047.763427734375,-3.5973680305355115e-18,-1.6831674185108254e-18,-2.1881090391882e-19,-2.6402677245231682e-18,-1.833115450988385e-18,2.6402677245231682e-18,1.833115450988385e-18,1.9142006120246865e-18,3.378557126616692e-18,1.4643565145920052e-18,-296.786865234375
970,1187006834.2368164,0.23681640625,-2047.76318359375,-3.58281453741588e-18,-1.6863591926669449e-18,-1.7851065917483518e-19,-2.634586865041412e-18,-1.81589479641922e-18,2.634586865041412e-18,1.81589479641922e-18,1.8964553447489352e-18,3.404303878241045e-18,1.5078485334921097e-18,-296.78662109375
971,1187006834.2370603,0.237060546875,-2047.762939453125,-3.617292209371115e-18,-1.687298192610396e-18,-1.9153513430515385e-19,-2.652295200990756e-18,-1.8320418454288885e-18,2.652295200990756e-18,1.8320418454288885e-18,1.9299940167607192e-18,3.425757075065962e-18,1.4957630583052421e-18,-296.786376953125
972,1187006834.2373047,0.2373046875,-2047.7626953125,-3.64878066966348e-18,-1.6882109514841072e-18,-1.3466846471437156e-19,-2.6684958105737934e-18,-1.82388669528732e-18,2.6684958105737934e-18,1.82388669528732e-18,1.960569718179373e-18,3.5141122049491084e-18,1.5535424867697356e-18,-296.7861328125
973,1187006834.2375488,0.237548828125,-2047.762451171875,-3.641178393873352e-18,-1.6968818279665613e-18,-1.6155550690375522e-19,-2.6690301109199568e-18,-1.8332052429145566e-18,2.6690301109199568e-18,1.8332052429145566e-18,1.944296565906791e-18,3.479622886969597e-18,1.535326321062806e-18,-296.785888671875
974,1187006834.237793,0.23779296875,-2047.76220703125,-3.634609708992957e-18,-1.6911915185737865e-18,-1.2535262857845785e-19,-2.662900613783372e-18,-1.8170512853817336e-18,2.662900613783372e-18,1.8170512853817336e-18,1.94341819041917e-18,3.509257080414499e-18,1.5658388899953287e-18,-296.78564453125
975,1187006834.238037,0.238037109375,-2047.761962890625,-3.657906245986717e-18,-1.6887804975122053e-18,-1.2569685131501905e-19,-2.6733433717494613e-18,-1.8241278649379804e-18,2.6733433717494613e-18,1.8241278649379804e-18,1.969125748474512e-18,3.532209394671698e-18,1.563083646197186e-18,-296.785400390625
976,1187006834.2382812,0.23828125,-2047.76171875,-3.69341364631734e-18,-1.690301362558131e-18,-9.120876757486437e-20,-2.6918575044377357e-18,-1.824974592150112e-18,2.6918575044377357e-18,1.824974592150112e-18,2.0031122837592096e-18,3.602204878742476e-18,1.5990925949832665e-18,-296.78515625
977,1187006834.2385254,0.238525390625,-2047.761474609375,-3.693890677219032e-18,-1.6803639909492836e-18,-1.0077654198436533e-19,-2.687127334084158e-18,-1.8250104033842277e-18,2.687127334084158e-18,1.8250104033842277e-18,2.0135266862697484e-18,3.5931141352346675e-18,1.5795874489649186e-18,-296.784912109375
978,1187006834.2387695,0.23876953125,-2047.76123046875,-3.676056998409929e-18,-1.6815927742405164e-18,-7.556599004302607e-20,-2.6788248863252226e-18,-1.811071920897824e-18,2.6788248863252226e-18,1.811071920897824e-18,1.994464224169412e-18,3.600491008366902e-18,1.6060267841974904e-18,-296.78466796875
979,1187006834.2390137,0.239013671875,-2047.760986328125,-3.6990086947764734e-18,-1.6851701999412604e-18,-3.626665712412527e-20,-2.692089447358867e-18,-1.8068151839472864e-18,2.692089447358867e-18,1.8068151839472864e-18,2.013838494835213e-18,3.662742037652348e-18,1.6489035428171353e-18,-296.784423828125
980,1187006834.2392578,0.2392578125,-2047.7607421875,-3.739057991588346e-18,-1.6831769225398945e-18,-4.928497914473776e-20,-2.7111174570641206e-18,-1.823839964424326e-18,2.7111174570641206e-18,1.823839964424326e-18,2.055881069048452e-18,3.689773012443609e-18,1.633891943395157e-18,-296.7841796875
981,1187006834.239502,0.239501953125,-2047.760498046875,-3.737266237981362e-18,-1.692715478015209e-18,-5.80911406221114e-21,-2.7149908579982855e-18,-1.811930276686261e-18,2.7149908579982855e-18,1.811930276686261e-18,2.0445507599661533e-18,3.731457123919151e-18,1.6869063639529982e-18,-296.783935546875
982,1187006834.239746,0.23974609375,-2047.76025390625,-3.722159996826496e-18,-1.6917984801593652e-18,-1.7308249559797552e-22,-2.706979238492931e-18,-1.804710519827153e-18,2.706979238492931e-18,1.804710519827153e-18,2.030361516667131e-18,3.721986914330898e-18,1.6916253976637672e-18,-296.78369140625
983,1187006834.2399902,0.239990234375,-2047.760009765625,-3.741761239295096e-18,-1.6890377929848993e-18,4.852568388388566e-20,-2.7153995161399983e-18,-1.794091116132037e-18,2.7153995161399983e-18,1.794091116132037e-18,2.0527234463101972e-18,3.7902869231789824e-18,1.7375634768687852e-18,-296.783447265625
984,1187006834.2402344,0.240234375,-2047.759765625,-3.7751673173892455e-18,-1.6923549931651425e-18,3.0450723933921876e-20,-2.733761155277194e-18,-1.812357195540156e-18,2.733761155277194e-18,1.812357195540156e-18,2.0828123242241032e-18,3.805618041323167e-18,1.7228057170990646e-18,-296.783203125
985,1187006834.2404785,0.240478515625,-2047.759521484375,-3.786966096530863e-18,-1.6819468547470662e-18,6.682136473736349e-20,-2.7344564756389645e-18,-1.8006971955135223e-18,2.7344564756389645e-18,1.8006971955135223e-18,2.105019241783797e-18,3.853787461268227e-18,1.7487682194844296e-18,-296.782958984375
986,1187006834.240723,0.24072265625,-2047.75927734375,-3.77015179261549e-18,-1.6819120640476637e-18,4.160954615066991e-20,-2.726031928331577e-18,-1.803484770170828e-18,2.726031928331577e-18,1.803484770170828e-18,2.088239728567826e-18,3.81176133876616e-18,1.7235216101983337e-18,-296.78271484375
987,1187006834.2409668,0.240966796875,-2047.759033203125,-3.7775027443770294e-18,-1.6864252276272196e-18,8.5991804090718e-20,-2.7319639860021247e-18,-1.7926453893045103e-18,2.7319639860021247e-18,1.7926453893045103e-18,2.091077516749809e-18,3.863494548467746e-18,1.7724170317179377e-18,-296.782470703125
988,1187006834.241211,0.2412109375,-2047.7587890625,-3.824568730842196e-18,-1.6843909565377828e-18,7.089267160831241e-20,-2.7544798436899896e-18,-1.8126890052572225e-18,2.7544798436899896e-18,1.8126890052572225e-18,2.140177774304413e-18,3.895461402450508e-18,1.755283628146095e-18,-296.7822265625
989,1187006834.241455,0.241455078125,-2047.758544921875,-3.835306417597936e-18,-1.6920402475367962e-18,8.754317261200136e-20,-2.7636733325673663e-18,-1.81326783084091e-18,2.7636733325673663e-18,1.81326783084091e-18,2.143266170061139e-18,3.922849590209937e-18,1.7795834201487976e-18,-296.781982421875
990,1187006834.2416992,0.24169921875,-2047.75830078125,-3.814705320965352e-18,-1.6932112423599823e-18,1.1046281198575946e-19,-2.753958281662667e-18,-1.7991512504465253e-18,2.753958281662667e-18,1.7991512504465253e-18,2.1214940786053697e-18,3.9251681329511125e-18,1.8036740543457416e-18,-296.78173828125
991,1187006834.2419434,0.241943359375,-2047.758056640625,-3.825353536064434e-18,-1.6903770950745393e-18,1.2473718807971088e-19,-2.757865315569486e-18,-1.796997814353087e-18,2.757865315569486e-18,1.796997814353087e-18,2.134976440989894e-18,3.950090724144145e-18,1.81511428315425e-18,-296.781494140625
992,1187006834.2421875,0.2421875,-2047.7578125,-3.860983212945927e-18,-1.6931819212847401e-18,1.5373144036879274e-19,-2.7770825671153337e-18,-1.800144564620625e-18,2.7770825671153337e-18,1.800144564620625e-18,2.1678012916611872e-18,4.01471465331472e-18,1.8469133616535327e-18,-296.78125
993,1187006834.2424316,0.242431640625,-2047.757568359375,-3.880884382000395e-18,-1.6882194851456534e-18,1.527243999015353e-19,-2.7845519335730247e-18,-1.8054598224148378e-18,2.7845519335730247e-18,1.8054598224148378e-18,2.1926648968547422e-18,4.0336087819019316e-18,1.840943885047189e-18,-296.781005859375
994,1187006834.2426758,0.24267578125,-2047.75732421875,-3.864703199184548e-18,-1.6840267077872792e-18,2.1169791034889253e-19,-2.7743649534859135e-18,-1.7790106655409782e-18,2.7743649534859135e-18,1.7790106655409782e-18,2.180676491397269e-18,4.076401109533441e-18,1.895724618136172e-18,-296.78076171875
995,1187006834.24292,0.242919921875,-2047.757080078125,-3.860612388118464e-18,-1.689049135141161e-18,1.8853949745873912e-19,-2.7748307616298128e-18,-1.787040675266962e-18,2.7748307616298128e-18,1.787040675266962e-18,2.171563252977303e-18,4.049151885577204e-18,1.8775886325999e-18,-296.780517578125
996,1187006834.243164,0.2431640625,-2047.7568359375,-3.902814686450353e-18,-1.691598816775991e-18,2.4036475302509188e-19,-2.7972067516131722e-18,-1.7846829167337513e-18,2.7972067516131722e-18,1.7846829167337513e-18,2.2112158696743623e-18,4.1431794394754456e-18,1.931963569801083e-18,-296.7802734375
997,1187006834.2434082,0.243408203125,-2047.756591796875,-3.9259703800008544e-18,-1.6951441903201714e-18,2.2313537328591383e-19,-2.810557285160513e-18,-1.799326399011704e-18,2.810557285160513e-18,1.799326399011704e-18,2.230826189680683e-18,4.149105753286769e-18,1.918279563606085e-18,-296.780029296875
998,1187006834.2436523,0.24365234375,-2047.75634765625,-3.905986358296929e-18,-1.7005522036739964e-18,2.711139649056801e-19,-2.8032692809854633e-18,-1.7784748656884152e-18,2.8032692809854633e-18,1.7784748656884152e-18,2.205434154622933e-18,4.177100323202609e-18,1.9716661685796765e-18,-296.77978515625
999,1187006834.2438965,0.243896484375,-2047.756103515625,-3.907975254942892e-18,-1.6970616787707421e-18,2.508792076240864e-19,-2.8025184668568173e-18,-1.784719242029849e-18,2.8025184668568173e-18,1.784719242029849e-18,2.21091357617215e-18,4.1588544625669794e-18,1.947940886394829e-18,-296.779541015625
1000,1187006834.2441406,0.244140625,-2047.755859375,-3.945571506621793e-18,-1.6986302348888673e-18,2.6780027872101063e-19,-2.8221008707553305e-18,-1.7921338209298832e-18,2.8221008707553305e-18,1.7921338209298832e-18,2.246941271732926e-18,4.213371785342804e-18,1.9664305136098778e-18,-296.779296875
1001,1187006834.2443848,0.244384765625,-2047.755615234375,-3.9686398351036295e-18,-1.6969563042960316e-18,2.8404235120624315e-19,-2.8327980696998306e-18,-1.7938512627311392e-18,2.8327980696998306e-18,1.7938512627311392e-18,2.2716835308075983e-18,4.252682186309873e-18,1.980998655502275e-18,-296.779052734375
1002,1187006834.244629,0.24462890625,-2047.75537109375,-3.958003374425145e-18,-1.6885921632101799e-18,2.8538831029804203e-19,-2.823297768817663e-18,-1.7870690757790945e-18,2.823297768817663e-18,1.7870690757790945e-18,2.2694112112149652e-18,4.243391684723188e-18,1.9739804735082227e-18,-296.77880859375
1003,1187006834.244873,0.244873046875,-2047.755126953125,-3.948499432567107e-18,-1.695489092319713e-18,2.998816180810349e-19,-2.8219942624434097e-18,-1.7813689689352616e-18,2.8219942624434097e-18,1.7813689689352616e-18,2.2530103402473946e-18,4.248381050648142e-18,1.995370710400748e-18,-296.778564453125
1004,1187006834.2451172,0.2451171875,-2047.7548828125,-3.9809845944531855e-18,-1.6990012610121752e-18,3.075457162038952e-19,-2.8399929277326804e-18,-1.7908133797538218e-18,2.8399929277326804e-18,1.7908133797538218e-18,2.2819833334410107e-18,4.288530310657081e-18,2.0065469772160707e-18,-296.7783203125
